track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
SONG_17467,Nocturnal Me,Echo & the Bunnymen,https://p.scdn.co/mp3-preview/9641e9d8a969e1c19b3d8f8f27a62170933c197a?cid=774b29d4f13844c495f206cafdad9c86,03Kweso5iu6GQeriJ1vbIn,"alternative, 80s, new_wave, post_punk",Rock,1984,297960,0.502,0.578,9,-10.975,0,0.0266,0.159,0.0004,0.112,0.586,85.245,4
SONG_17476,Rent,Pet Shop Boys,https://p.scdn.co/mp3-preview/c3dac13f649d69f4a18c339955b30c2e9889a4ed?cid=774b29d4f13844c495f206cafdad9c86,2VRS1mpTlNMJJJJQ9QBJJu,"pop, 80s, new_wave, synthpop",,1987,309133,0.709,0.513,9,-15.231,0,0.0307,0.194,0.385,0.118,0.763,135.168,4
SONG_17483,Pass the Dutchie,Musical Youth,https://p.scdn.co/mp3-preview/795743a138dd332966ccdce9aeda75b1b036790c?cid=774b29d4f13844c495f206cafdad9c86,00XvIRuWRQr26AYliBYGpV,"80s, reggae",,2013,204133,0.772,0.529,7,-11.574,1,0.0613,0.397,0.0,0.284,0.965,150.39,4
SONG_17500,Just Like Jesse James,Cher,https://p.scdn.co/mp3-preview/7a471d62228d9608eaebab3563cf76df4b9b87d3?cid=774b29d4f13844c495f206cafdad9c86,0b8LAqyFgCYoTtEw4ULwqa,"pop, female_vocalists, 80s, love",Pop,1999,246000,0.395,0.721,8,-5.335,1,0.0313,0.0802,0.0,0.107,0.474,137.876,4
SONG_17511,Jocko Homo,Devo,https://p.scdn.co/mp3-preview/4a4d9da7b61818270f86cc5ab1fefb2554d67cae?cid=774b29d4f13844c495f206cafdad9c86,0fQciyaX40T6uBO4tc5f9q,"80s, new_wave, post_punk, 70s",Rock,1993,219400,0.578,0.531,0,-12.282,1,0.0971,0.585,0.000706,0.0939,0.758,123.808,4
SONG_17512,Jealous Guy,Roxy Music,https://p.scdn.co/mp3-preview/a293e2d730c4c086368b31a610cca0e9df14c416?cid=774b29d4f13844c495f206cafdad9c86,0Lk1KqTeQO47HccsOb8RcA,"rock, 80s, new_wave, cover",,2016,283146,0.534,0.423,4,-13.559,0,0.0265,0.0399,1.74e-05,0.235,0.443,77.466,4
SONG_17514,Hole In My Life,The Police,https://p.scdn.co/mp3-preview/cbef634814726889dbec208db796d3c6191a6169?cid=774b29d4f13844c495f206cafdad9c86,1MxSMvZCgjfU7gADc2eEYT,"rock, 80s, new_wave, reggae",,1993,294333,0.642,0.512,7,-10.834,1,0.0457,0.496,0.302,0.114,0.573,145.67,4
SONG_17523,Someone Must Get Hurt,She Wants Revenge,https://p.scdn.co/mp3-preview/8ea3341ea67bc67175f580c5e8c8208f72d31434?cid=774b29d4f13844c495f206cafdad9c86,010SMdaaOk2iG6e3jvqPDs,"electronic, alternative, indie, 80s, new_wave, post_punk, synthpop, gothic",Rock,2005,286853,0.613,0.75,9,-6.522,0,0.0255,4.85e-05,0.41,0.106,0.421,129.998,4
SONG_17544,Ocean Rain,Echo & the Bunnymen,https://p.scdn.co/mp3-preview/53dbfd2cb4039047b278fcc24754ab8f3e628df5?cid=774b29d4f13844c495f206cafdad9c86,1C54GvVf1VPi4rfp5APRfb,"80s, new_wave, post_punk",Rock,1984,312666,0.275,0.344,2,-12.67,1,0.0338,0.16,0.00204,0.0832,0.322,102.637,4
SONG_17546,A Face In The Crowd,Tom Petty,https://p.scdn.co/mp3-preview/05a848b60149e66e7b368e924451857b55a2c3ec?cid=774b29d4f13844c495f206cafdad9c86,4tSZr210OTY6upjNYfEYUI,"rock, classic_rock, 80s",Rock,1989,239306,0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577,4
SONG_17548,Cool For Cats,Squeeze,https://p.scdn.co/mp3-preview/b8fd3c134e61d123765689473ec93cb768b5fdd8?cid=774b29d4f13844c495f206cafdad9c86,0dEwKNFjIDZHWNTHYLyRFG,"rock, pop, 80s, british, new_wave, 70s",Rock,1996,219826,0.787,0.89,0,-11.155,1,0.0893,0.312,5.33e-05,0.287,0.96,144.303,4
SONG_17550,Working on the Highway,Bruce Springsteen,https://p.scdn.co/mp3-preview/a19db030a61fdf7ca256ecaf62130bf1d15e3880?cid=774b29d4f13844c495f206cafdad9c86,1n16ZEz2uuWO1Dx01dVWua,"rock, classic_rock, 80s",Rock,1984,192266,0.429,0.949,0,-5.295,1,0.0458,0.0842,0.0,0.154,0.967,184.286,4
SONG_17566,Tube Snake Boogie,ZZ Top,https://p.scdn.co/mp3-preview/b167f4d01ade38bb963802bc65af62fc30a9b9c0?cid=774b29d4f13844c495f206cafdad9c86,0KbtyQ2oKJWiFJz5wY4HBX,"rock, classic_rock, 80s, blues, blues_rock",Rock,1987,184293,0.569,0.648,9,-12.15,1,0.0375,0.00382,0.054,0.108,0.965,150.396,4
SONG_17576,Stuck With You,Huey Lewis & The News,https://p.scdn.co/mp3-preview/ed319dd618325488b8051dc09af20897b5fb16cc?cid=774b29d4f13844c495f206cafdad9c86,1HI54fWf7ymLSFhNTbNKah,"pop, 80s",,2012,266680,0.67,0.808,7,-4.593,1,0.0255,0.0159,4.19e-06,0.0446,0.643,121.073,4
SONG_17579,Love Is A Long Road,Tom Petty,https://p.scdn.co/mp3-preview/78c68453a30de9c1140ea07b8998bed459464c32?cid=774b29d4f13844c495f206cafdad9c86,1JFeblwcRcK2NCioWVwn7W,"rock, classic_rock, 80s",Rock,1989,247600,0.639,0.621,4,-10.851,1,0.0316,0.03,7.59e-05,0.0863,0.496,116.333,4
SONG_17589,Love Comes Quickly,Pet Shop Boys,https://p.scdn.co/mp3-preview/6efd55fddd3ef351d9a77991336c49dc92309e21?cid=774b29d4f13844c495f206cafdad9c86,3S4tV8oQjZwEZtsWccXSty,"pop, 80s, new_wave, synthpop",,1998,258600,0.584,0.707,11,-11.522,0,0.0289,0.357,0.000744,0.361,0.85,107.967,4
SONG_17592,Mandinka,Sinéad O'Connor,https://p.scdn.co/mp3-preview/73c80955872e8454d881b4e63290649672c63cb6?cid=774b29d4f13844c495f206cafdad9c86,12isYamtTzYSYsQDNIqSfK,"rock, pop, female_vocalists, 80s",Rock,2010,227013,0.615,0.815,9,-5.87,1,0.0412,0.0391,4.48e-06,0.157,0.873,130.118,4
SONG_17617,24 Hour Party People,Happy Mondays,https://p.scdn.co/mp3-preview/4fb07bd83e781405242b3ba8c8882adee3aaf2f5?cid=774b29d4f13844c495f206cafdad9c86,21pYVm1YPq9OhostzUBalz,"indie, 80s, new_wave, post_punk",Rock,2009,281146,0.606,0.905,2,-6.514,1,0.0486,0.000225,0.00199,0.0724,0.672,126.793,4
SONG_17620,Jeane,The Smiths,https://p.scdn.co/mp3-preview/bbc5b16c6dfc3a8ce12acd87b9172f173f71cef3?cid=774b29d4f13844c495f206cafdad9c86,003qIgHfaNfXquGgyF9FOn,"80s, british, new_wave, post_punk, indie_pop, britpop",Rock,1988,193973,0.623,0.567,1,-3.516,1,0.0306,0.478,4.79e-06,0.0717,0.355,141.893,4
SONG_17631,The Passion of Lovers,Bauhaus,https://p.scdn.co/mp3-preview/2a0fb4608d84c8a5637fb7f80a4241ac5a95b878?cid=774b29d4f13844c495f206cafdad9c86,1kInRYpWJGIN7yofP0etFY,"80s, new_wave, post_punk, gothic",Rock,1986,231400,0.383,0.525,0,-13.539,1,0.0525,0.00418,0.00557,0.262,0.506,178.275,4
SONG_17634,Sad Songs (Say So Much),Elton John,https://p.scdn.co/mp3-preview/a05d7f2809ce45307390a7d96ab37f28e9410db9?cid=774b29d4f13844c495f206cafdad9c86,06LSqUZORWqLbH5gM7p0O0,"pop, 80s, oldies",Pop,2011,249240,0.747,0.86,0,-7.942,1,0.026,0.0794,0.000481,0.348,0.937,107.25,4
SONG_17639,Better Be Home Soon,Crowded House,https://p.scdn.co/mp3-preview/f60463a71116a05979dec0aad6e5868cc21fa90a?cid=774b29d4f13844c495f206cafdad9c86,0LEUzCN8dK9DznygBaLBIh,"rock, pop, 80s, acoustic, new_wave, male_vocalists",,2010,188049,0.445,0.49,0,-8.807,1,0.0264,0.301,1.47e-06,0.0964,0.342,93.61,4
SONG_17648,Something So Strong,Crowded House,https://p.scdn.co/mp3-preview/c9645d14a4bc7133d4e08f52780f352bfc4e04c9?cid=774b29d4f13844c495f206cafdad9c86,0bsktEKg1AAVBMsJ9D0PV7,"rock, pop, 80s, new_wave, pop_rock",Rock,2011,171533,0.551,0.895,2,-4.876,1,0.0481,0.101,2.31e-05,0.127,0.728,119.735,4
SONG_17652,Freestate,Depeche Mode,https://p.scdn.co/mp3-preview/ac959132a6610466fbd739d4a0acb0846c3a5633?cid=774b29d4f13844c495f206cafdad9c86,25oUxUuL9lLVaHHI7MQp9x,"electronic, 80s, new_wave, downtempo, synthpop, gothic",Electronic,1997,404093,0.622,0.766,9,-8.127,0,0.0288,0.704,0.0104,0.105,0.486,95.031,4
SONG_17664,Blue Hotel,Chris Isaak,https://p.scdn.co/mp3-preview/08a86d5ce681d22a007da54ec7260607553f39fa?cid=774b29d4f13844c495f206cafdad9c86,1gmECUFPAyNEfcNwAxWvV9,"rock, pop, 80s, blues",,1987,192866,0.514,0.661,5,-10.968,0,0.033,0.00104,0.00972,0.0998,0.565,148.992,4
SONG_17671,Cruisin',Smokey Robinson,https://p.scdn.co/mp3-preview/a6e3a8bb302aa3ada7b45b7c0b2e3d3308ba7035?cid=774b29d4f13844c495f206cafdad9c86,01aor29PJPToQk0tuLVHah,"80s, soul",,2011,352920,0.501,0.628,6,-5.79,0,0.0289,0.384,0.0,0.383,0.797,169.277,4
SONG_17675,Sally Cinnamon,The Stone Roses,https://p.scdn.co/mp3-preview/e3571d8133fa567cf28428442898f91e201393df?cid=774b29d4f13844c495f206cafdad9c86,0BwrrSeLDcKvIW0tMAxbOM,"indie, 80s, britpop",Rock,1995,170706,0.319,0.596,7,-12.574,1,0.0358,0.00502,0.0,0.41,0.286,130.125,4
SONG_17687,Pretty Persuasion,R.E.M.,https://p.scdn.co/mp3-preview/b2c76c21210fb73e9acf501f5cb45b8bb24a1026?cid=774b29d4f13844c495f206cafdad9c86,0NM0Eut1voTk6mwr7A7srP,"rock, alternative, alternative_rock, 80s",Rock,1984,233226,0.37,0.869,2,-11.829,1,0.034,0.00308,0.00266,0.328,0.948,159.194,4
SONG_17689,Islands In The Stream,Kenny Rogers & Dolly Parton,https://p.scdn.co/mp3-preview/cf242e30dc2ef6830e2d592aec4265f0dcd6a90a?cid=774b29d4f13844c495f206cafdad9c86,2msTeEHGD1X69aa0inKxU4,"80s, country",Country,2010,249493,0.525,0.663,8,-4.512,1,0.0327,0.628,0.0,0.0723,0.686,204.016,4
SONG_17693,The Dead of Night,Depeche Mode,https://p.scdn.co/mp3-preview/5f09f48c1f018b6afd0550270dbef959537874bf?cid=774b29d4f13844c495f206cafdad9c86,03bARMDVZwd4ijp5RhdS0f,"electronic, 80s, industrial, new_wave, synthpop",,2001,290266,0.255,0.898,5,-5.312,0,0.157,0.114,4.8e-05,0.0858,0.312,144.33,3
SONG_17710,Catapult,R.E.M.,https://p.scdn.co/mp3-preview/2ed4b0269aa9d5634584b4c8adb7f47b3318caa0?cid=774b29d4f13844c495f206cafdad9c86,08FzYH9ihas9B00vefAlI2,"rock, alternative, alternative_rock, 80s, new_wave",Rock,1983,236133,0.489,0.896,2,-8.065,1,0.109,0.0429,0.472,0.221,0.676,145.776,4
SONG_17718,Every Little Step,Bobby Brown,https://p.scdn.co/mp3-preview/b3b294f779b611e6f5d46abd651b13d651989f6b?cid=774b29d4f13844c495f206cafdad9c86,00eI06kpiV7qy6GYF3UMan,"80s, soul, rnb, male_vocalists",,2011,234786,0.783,0.724,1,-8.943,1,0.0414,0.00797,0.0,0.0409,0.903,100.232,4
SONG_17732,I Want a New Drug,Huey Lewis & The News,https://p.scdn.co/mp3-preview/7d790eabd730c13376f500afbaba848fd8b3949d?cid=774b29d4f13844c495f206cafdad9c86,0epitox4b3cMzmYpJSBos8,"pop, 80s, pop_rock",Rock,1983,286373,0.663,0.691,2,-12.691,1,0.054,0.0905,0.000342,0.329,0.702,110.293,4
SONG_17735,Silent Hedges,Bauhaus,https://p.scdn.co/mp3-preview/b3f145276e15c4e91559e4451f932b44734f9d1f?cid=774b29d4f13844c495f206cafdad9c86,1GkH4TjgV6WcDlKFL3Xg7T,"80s, new_wave, post_punk, gothic",,1982,192093,0.397,0.731,0,-11.986,1,0.0652,0.132,0.0172,0.315,0.222,143.362,4
SONG_17745,Lie To Me,Depeche Mode,https://p.scdn.co/mp3-preview/8f0c69af8e055eff91fad56e753f6c41bcb8907a?cid=774b29d4f13844c495f206cafdad9c86,0gjMCW4G9CEjB9hlo4vxIp,"electronic, 80s, new_wave, synthpop",Blues,1984,304133,0.65,0.476,11,-16.418,0,0.0373,0.000556,0.0222,0.0843,0.936,112.294,4
SONG_17751,Who Killed Mr. Moonlight,Bauhaus,https://p.scdn.co/mp3-preview/5fceb2c7e6bc126edf17af7ab86397f784dc1861?cid=774b29d4f13844c495f206cafdad9c86,4q5uoFFSxmwD0KJrSSXX8W,"80s, new_wave, piano, post_punk, gothic",Rock,1986,298066,0.433,0.363,8,-15.257,0,0.0418,0.88,0.0952,0.0844,0.0844,128.263,3
SONG_17754,Decomposing Trees,Galaxie 500,https://p.scdn.co/mp3-preview/c591422104e393d513720f0f857e41c3d8f95cff?cid=774b29d4f13844c495f206cafdad9c86,07YMduHjYuMqfaBlkEJZnJ,80s,Rock,1997,292933,0.222,0.366,4,-13.78,0,0.0352,6.3e-05,0.00137,0.409,0.308,173.86,3
SONG_17758,New York City Boy,Pet Shop Boys,https://p.scdn.co/mp3-preview/2e38eb539190e9f7a06db277c7a18331e176d177?cid=774b29d4f13844c495f206cafdad9c86,2tc8lLj7UA4NuqbFak3STp,"pop, dance, 80s, synthpop",Pop,2014,391786,0.682,0.873,2,-7.956,0,0.0377,0.0293,4.03e-05,0.0645,0.966,133.008,4
SONG_17759,Terror Couple Kill Colonel,Bauhaus,https://p.scdn.co/mp3-preview/7c1a6e75bacadebc05db964ec78cdcf6b08c1b88?cid=774b29d4f13844c495f206cafdad9c86,1FObl1y6MFDuAaqN8TiMis,"80s, new_wave, post_punk, gothic",Rock,1986,266306,0.699,0.467,4,-13.97,1,0.044,0.0165,0.415,0.107,0.749,127.263,4
SONG_17761,Eat It,"""Weird Al"" Yankovic",https://p.scdn.co/mp3-preview/0e04439db19e07e47f4601a3f9a9ea9ba9f13376?cid=774b29d4f13844c495f206cafdad9c86,073V7jY2AD5JXEnej4JUd1,"80s, cover",,1988,200440,0.763,0.7,7,-11.143,1,0.0692,0.117,0.0,0.0701,0.912,147.434,4
SONG_17782,Embarrassment,Madness,https://p.scdn.co/mp3-preview/88b11a637073a32de40d7292f5b5e36d03c793ca?cid=774b29d4f13844c495f206cafdad9c86,0PIqPVfz3fswMtSEeRWiWq,"80s, new_wave, ska",Reggae,1980,190893,0.467,0.825,5,-4.847,0,0.0317,0.11,0.0451,0.11,0.88,75.463,4
SONG_17786,Planet Of Women,ZZ Top,https://p.scdn.co/mp3-preview/bbde714d3462b2fed94c2ec7be47fb917e0518f1?cid=774b29d4f13844c495f206cafdad9c86,16RkyWT8ubk29G9S7xRAMP,"rock, hard_rock, 80s, blues, blues_rock",Rock,1992,245240,0.495,0.93,4,-8.596,1,0.0373,0.00501,0.000399,0.277,0.691,151.436,4
SONG_17806,Jingling,The Cool Kids,https://p.scdn.co/mp3-preview/45009e98783c05ea55282b20242a4033a247e5de?cid=774b29d4f13844c495f206cafdad9c86,1dIPCiNOw2R63Wtkk0jUzX,"80s, rap, hip_hop",Rap,2008,167546,0.84,0.689,7,-5.631,1,0.403,0.0116,4.05e-05,0.338,0.677,167.906,4
SONG_17810,Runaway Boys,Stray Cats,https://p.scdn.co/mp3-preview/c1255a9f53eb31032f71e38b12cd6b1e1fd9a644?cid=774b29d4f13844c495f206cafdad9c86,0KFAAPX3Bx4XMaavJVki2t,80s,Rock,2009,179426,0.377,0.8,11,-11.335,1,0.0376,0.0908,0.00032,0.295,0.607,178.377,4
SONG_17820,The King of Wishful Thinking,Go West,https://p.scdn.co/mp3-preview/3ac7e24803b06f7c2e372e2bf71cf8454ed95faa?cid=774b29d4f13844c495f206cafdad9c86,03dyZPKYJQNnGvJ1ERucC2,"pop, 80s, soundtrack, new_wave",,2014,251053,0.558,0.655,0,-13.933,1,0.0821,0.204,0.0,0.98,0.6,108.109,4
SONG_17831,Shrinking Universe,Muse,https://p.scdn.co/mp3-preview/064f371531f7bdf9a7ad1444583a8ce93e074ac9?cid=774b29d4f13844c495f206cafdad9c86,2DsL0g0EmeJLxGvs2wZG5j,"rock, alternative_rock, progressive_rock, british, britpop",Rock,2002,186520,0.308,0.825,9,-5.275,0,0.0521,0.00809,2.82e-05,0.28,0.232,122.652,4
SONG_17838,Quarantined,At the Drive-In,https://p.scdn.co/mp3-preview/afc7360898a9801c9d475666560f3c7fdcd81b61?cid=774b29d4f13844c495f206cafdad9c86,16prGlf4QTP3CSQaeVXtfx,"progressive_rock, emo, post_hardcore",Rock,2000,325200,0.241,0.887,4,-4.387,0,0.0931,0.0406,0.0169,0.326,0.389,141.065,4
SONG_17839,Breña,A Perfect Circle,https://p.scdn.co/mp3-preview/7ceccc8419c9398cb5b968be77272829ec5801e4?cid=774b29d4f13844c495f206cafdad9c86,0acm1vRaDvURvQa1PF6N99,"alternative_rock, progressive_rock, beautiful",Rock,2013,264466,0.609,0.523,6,-7.795,1,0.032,0.000789,0.17,0.111,0.135,119.915,4
SONG_17841,Let's Have A War,A Perfect Circle,https://p.scdn.co/mp3-preview/d1acaa8c6b71adb9f8fee8233854e41d2a4e83b9?cid=774b29d4f13844c495f206cafdad9c86,1o0fje24Yz6MXrdvX3gCiH,"alternative_rock, progressive_rock, industrial, progressive_metal, american, 00s, cover",Rock,2013,208146,0.522,0.911,6,-7.617,0,0.0539,0.00286,0.373,0.31,0.358,154.855,4
SONG_17843,Punchdrunk Lovesick Singalong,Radiohead,https://p.scdn.co/mp3-preview/30e79d1b5a1afdc26c810633dad41102c8dea66e?cid=774b29d4f13844c495f206cafdad9c86,1na0YFTSGg6ouK55GgdaFb,"rock, alternative, alternative_rock, progressive_rock, british, 90s, love, britpop, mellow",Rock,1994,280226,0.294,0.362,0,-12.606,1,0.027,0.285,0.146,0.091,0.134,90.344,4
SONG_17844,Start The Machine,Angels & Airwaves,https://p.scdn.co/mp3-preview/ee1624289aea5b21fdf694128f56deb111cb9068?cid=774b29d4f13844c495f206cafdad9c86,2evam5IbGeDfVtCnVBXmHQ,"rock, alternative, alternative_rock, progressive_rock, punk_rock, emo, mellow",Rock,2006,250920,0.557,0.855,11,-4.567,1,0.0381,0.000391,0.00187,0.0821,0.343,150.071,4
SONG_17846,Prodigal,Porcupine Tree,https://p.scdn.co/mp3-preview/adc5fecf43c380477e9fccaea0db2affe49f8d81?cid=774b29d4f13844c495f206cafdad9c86,2CjExIhGEyHCSHuqAdx5SJ,progressive_rock,Rock,2002,332666,0.439,0.817,7,-5.071,1,0.0322,0.00311,0.238,0.261,0.387,155.284,4
SONG_17849,Bigger Stronger,Coldplay,https://p.scdn.co/mp3-preview/54eecea0c4702b12a986c6c185869feec8774b39?cid=774b29d4f13844c495f206cafdad9c86,5DJtltTQQvcFhP65SFqKxq,"rock, alternative, alternative_rock, progressive_rock, britpop",Rock,1999,289133,0.271,0.698,7,-5.933,1,0.039,0.00181,0.637,0.0738,0.231,75.74,4
SONG_17854,You Burn First,Alexisonfire,https://p.scdn.co/mp3-preview/233db914f7ce5ad12d85ebe190d980c85174a6cc?cid=774b29d4f13844c495f206cafdad9c86,1Uf3T4qoUMear7g0W3cltg,"progressive_rock, hardcore, emo, post_hardcore, screamo",Rock,2012,182820,0.497,0.746,2,-9.337,1,0.0667,0.226,0.0306,0.0944,0.178,116.357,4
SONG_17859,Kid Charlemagne,Steely Dan,https://p.scdn.co/mp3-preview/f9bf942092fa21bfb46e6fa03cf2fe37d8dec948?cid=774b29d4f13844c495f206cafdad9c86,00Izb7CLw46eULmD6j5ews,"rock, classic_rock, progressive_rock, 70s",,1985,279306,0.537,0.665,0,-10.674,1,0.058,0.246,0.00984,0.625,0.772,96.644,4
SONG_17862,Red Sky,Thrice,https://p.scdn.co/mp3-preview/7f67da8cd9f52f5392ef903ac9588e0bcaea4958?cid=774b29d4f13844c495f206cafdad9c86,17CRA2kW14Hxa8oTu0AoFN,"rock, alternative, alternative_rock, progressive_rock, hardcore, emo, post_hardcore, beautiful, screamo",,2008,313773,0.502,0.58,11,-9.19,0,0.0352,0.000177,0.0027,0.694,0.186,137.964,4
SONG_17863,I Belong To You [+Mon Coeur S'Ouvre A Ta Voix],Muse,https://p.scdn.co/mp3-preview/0ae5747bbb985de2834c34f6e4972393c96e5ddd?cid=774b29d4f13844c495f206cafdad9c86,114rzL6VEy9bb3amPcY3tw,"rock, alternative_rock, progressive_rock, soundtrack, blues, male_vocalists, beautiful, french",Rock,2009,338813,0.481,0.603,2,-6.59,1,0.028,0.166,0.0321,0.109,0.213,105.974,4
SONG_17868,Polyethylene (Parts 1 & 2),Radiohead,https://p.scdn.co/mp3-preview/a68fb80492029a6ae8ca9da6da0a90a063fecee0?cid=774b29d4f13844c495f206cafdad9c86,2dqzHKPD0ubI1xB96wvFZD,"rock, alternative_rock, progressive_rock, acoustic, grunge",Rock,1998,262666,0.194,0.424,2,-9.018,1,0.0336,0.00042,0.000823,0.33,0.253,149.958,4
SONG_17869,Blackfield,Blackfield,https://p.scdn.co/mp3-preview/e602861d57704b4959a932bb645d70a882df0be7?cid=774b29d4f13844c495f206cafdad9c86,1BufhQSlVyQRl9j5wLrSvz,progressive_rock,Rock,2009,288440,0.466,0.652,11,-10.031,0,0.0303,0.00314,0.173,0.939,0.121,164.081,4
SONG_17888,Shesmovedon,Porcupine Tree,https://p.scdn.co/mp3-preview/0ddeae69fc8acc124f20d013cb3d44fd5316b262?cid=774b29d4f13844c495f206cafdad9c86,0rg47SEuLiIQZpEGiVszgK,"progressive_rock, progressive_metal, psychedelic_rock",Rock,2010,314400,0.552,0.604,4,-9.648,0,0.0292,0.00671,0.0479,0.468,0.378,142.011,4
SONG_17894,Cotopaxi,The Mars Volta,https://p.scdn.co/mp3-preview/c7486d49e557d28541466ad99be92c85ce4719fc?cid=774b29d4f13844c495f206cafdad9c86,2u99jRBwsEmjvHDw6ny7xt,"progressive_rock, acoustic, psychedelic_rock",Rock,2009,218546,0.241,0.977,2,-6.006,0,0.369,0.00378,0.000214,0.241,0.152,160.025,1
SONG_17895,Baudelaire,...And You Will Know Us by the Trail of Dead,https://p.scdn.co/mp3-preview/a8337ed02bf87f14d77256f002aac5149143817c?cid=774b29d4f13844c495f206cafdad9c86,2yiSdUGF2mJ0V39J1xZeb1,"rock, indie, progressive_rock, post_rock",Rock,2002,216440,0.251,0.985,7,-2.881,1,0.147,0.000344,0.00633,0.782,0.378,162.926,4
SONG_17905,Same Ol' Road,dredg,https://p.scdn.co/mp3-preview/a68dae1598cebfa6cb1ae2e9cf719aadbf28f155?cid=774b29d4f13844c495f206cafdad9c86,5DVZhBuphU6giBDVWLLick,progressive_rock,Rock,2002,314853,0.595,0.62,7,-10.655,0,0.036,0.0465,0.00862,0.123,0.29,97.894,4
SONG_17921,Burn the Remembrance,Katatonia,https://p.scdn.co/mp3-preview/b18e6f8ed7d904a09043979482ded56abf4a28fb?cid=774b29d4f13844c495f206cafdad9c86,0kKY155cbUcAGNAYCshk4J,"progressive_rock, progressive_metal, doom_metal, gothic_metal, swedish",Metal,2003,325440,0.525,0.854,0,-9.166,0,0.0313,6.14e-05,0.128,0.0998,0.283,110.061,4
SONG_17924,Just Let Me Breathe,Dream Theater,https://p.scdn.co/mp3-preview/6aaf86747a6474285f042db483735a24313d3bd8?cid=774b29d4f13844c495f206cafdad9c86,0YpWHCssEj4f8OiBWEKNQn,"progressive_rock, progressive_metal",,1997,328640,0.487,0.974,9,-4.611,1,0.0671,0.000399,0.0127,0.088,0.474,130.24,4
SONG_17926,Dance Of The Manatee,Fair to Midland,https://p.scdn.co/mp3-preview/dd7612fc3f88d89540affcbed23b39d22dc976ef?cid=774b29d4f13844c495f206cafdad9c86,1SbcCB1bC6eN6xosKmwAle,"rock, alternative_rock, progressive_rock, progressive_metal",Rock,2007,251280,0.488,0.889,5,-5.05,0,0.0505,0.00185,0.0,0.279,0.679,107.051,4
SONG_17929,Wucan,Black Mountain,https://p.scdn.co/mp3-preview/51ab5e0988daddef095e9a383f10228616b632f8?cid=774b29d4f13844c495f206cafdad9c86,1Aiy6xAa1DwJycHrimEupF,"rock, indie, progressive_rock, psychedelic, psychedelic_rock, guitar",Rock,2008,362960,0.524,0.613,1,-10.025,1,0.0256,0.0135,0.653,0.086,0.443,102.399,4
SONG_17944,The Great Debate,Dream Theater,https://p.scdn.co/mp3-preview/dd7c6d1406284309b59643b20c7026fa0cd213f6?cid=774b29d4f13844c495f206cafdad9c86,5gMXkzUD1dmxmSPX7KTqLy,"progressive_rock, progressive_metal",,2002,825840,0.275,0.919,9,-5.49,1,0.174,0.000459,0.0102,0.0955,0.437,163.994,1
SONG_17953,Seas Of Cheese,Primus,https://p.scdn.co/mp3-preview/c2cfe99058f605ab464f897174c87f98455253ad?cid=774b29d4f13844c495f206cafdad9c86,4CrYXvIkkdABV8xYVjzQ2n,"rock, alternative, progressive_rock, heavy_metal, progressive_metal, funk",Rock,1991,42733,0.376,0.34,2,-19.672,1,0.537,0.463,0.0523,0.249,0.112,178.127,3
SONG_17960,When We Escape,Minus the Bear,https://p.scdn.co/mp3-preview/c2fa0fcd92386e7ee3125bd8314b5b06d79a8de3?cid=774b29d4f13844c495f206cafdad9c86,254OnccqjaCGswGNEvw1gT,"indie, indie_rock, progressive_rock",Rock,2007,243706,0.422,0.828,6,-6.561,0,0.0277,0.00826,0.00507,0.158,0.523,97.648,4
SONG_17973,Days Of Being Wild,...And You Will Know Us by the Trail of Dead,https://p.scdn.co/mp3-preview/e029a4647c4b4b30a218d5dea563521929d0426f?cid=774b29d4f13844c495f206cafdad9c86,0vQf63LlmsAmQiRr0eeyal,"rock, indie_rock, progressive_rock",Rock,2002,207066,0.234,0.96,4,-3.475,1,0.0495,2.17e-05,0.0268,0.794,0.255,103.012,4
SONG_17974,Trans-Atlantic Drawl,Radiohead,https://p.scdn.co/mp3-preview/f88c3510dcbc7d6a3004fcc78b4e855a92d27f5f?cid=774b29d4f13844c495f206cafdad9c86,0jIesMtLzzitiH0DgB1KAG,"rock, alternative, alternative_rock, progressive_rock, post_punk",Rock,2001,181866,0.162,0.593,6,-5.248,0,0.053,0.221,0.936,0.373,0.0322,140.7,3
SONG_17975,Of Sins And Shadows,Symphony X,https://p.scdn.co/mp3-preview/d70d9ff3c64986a2a10a5901b3e5b1aa000d2cdb?cid=774b29d4f13844c495f206cafdad9c86,0ouWTnctjWZL099K0Vo1gy,"progressive_rock, heavy_metal, progressive_metal, power_metal, symphonic_metal",,2001,442773,0.219,0.868,7,-9.357,1,0.0858,0.0127,0.0023,0.441,0.0797,92.083,4
SONG_17987,It Covers The Hillsides,Midlake,https://p.scdn.co/mp3-preview/5cbb88522433dc501b07f1d58b278a709c49d1ff?cid=774b29d4f13844c495f206cafdad9c86,1bvgAxDOdx1qV6YCCQk00I,"indie, indie_rock, progressive_rock",,2008,191906,0.486,0.68,3,-9.145,1,0.029,0.468,0.00223,0.118,0.641,146.459,4
